	sb6_B4	sb6_B5	sb6_B6	sb42_B4	sb42_B5	sb42_B6	sb41_B4	sb41_B5	sb41_B6	sb46_B4	sb46_B5	sb46_B6	sb48_B4	sb48_B5	sb48_B6	sb64_B4	sb64_B5	sb64_B6	sb112_B4	sb112_B5	sb112_B6	sb163_B4	sb163_B5	sb163_B6	sb181_B4	sb181_B5	sb181_B6	sb184_B4	sb184_B5	sb184_B6	sb196_B4	sb196_B5	sb196_B6	sb201_B4	sb201_B5	sb201_B6	sb212_B4	sb212_B5	sb212_B6	sb235_B4	sb235_B5	sb235_B6	sb258_B4	sb258_B5	sb258_B6	sb316_B4	sb316_B5	sb316_B6	sb325_B4	sb325_B5	sb325_B6	sb334_B4	sb334_B5	sb334_B6	sb337_B4	sb337_B5	sb337_B6	sb363_B4	sb363_B5	sb363_B6	sb366_B4	sb366_B5	sb366_B6	sb374_B4	sb374_B5	sb374_B6	sb375_B4	sb375_B5	sb375_B6	sb399_B4	sb399_B5	sb399_B6
sb334_B4	0.14324796	0.14324796	0.14324796	0.28372192	0.28372192	0.28372192	0.29387718	0.29387718	0.29387718	0.18401259	0.18401259	0.18401259	0.18270844	0.18270844	0.18270844	0.17453766	0.17453766	0.17453766	0.20694235	0.20694235	0.20694235	0.15840746	0.15840746	0.15840746	0.16157451	0.16157451	0.16157451	0.17757936	0.17757936	0.17757936	0.1864377	0.1864377	0.1864377	0.1617031	0.1617031	0.1617031	0.18090367	0.18090367	0.18090367	0.30917194	0.30917194	0.30917194	0.15524304	0.15524304	0.15524304	0.13781263	0.13781263	0.13781263	0.14453526	0.14453526	0.14453526	0	0	0	0.14090334	0.14090334	0.14090334	0.17883113	0.17883113	0.17883113	0.16216843	0.16216843	0.16216843	0.21155837	0.21155837	0.21155837	0.20765872	0.20765872	0.20765872	0.15664496	0.15664496	0.15664496
sb334_B5	0.14324796	0.14324796	0.14324796	0.28372192	0.28372192	0.28372192	0.29387718	0.29387718	0.29387718	0.18401259	0.18401259	0.18401259	0.18270844	0.18270844	0.18270844	0.17453766	0.17453766	0.17453766	0.20694235	0.20694235	0.20694235	0.15840746	0.15840746	0.15840746	0.16157451	0.16157451	0.16157451	0.17757936	0.17757936	0.17757936	0.1864377	0.1864377	0.1864377	0.1617031	0.1617031	0.1617031	0.18090367	0.18090367	0.18090367	0.30917194	0.30917194	0.30917194	0.15524304	0.15524304	0.15524304	0.13781263	0.13781263	0.13781263	0.14453526	0.14453526	0.14453526	0	0	0	0.14090334	0.14090334	0.14090334	0.17883113	0.17883113	0.17883113	0.16216843	0.16216843	0.16216843	0.21155837	0.21155837	0.21155837	0.20765872	0.20765872	0.20765872	0.15664496	0.15664496	0.15664496
sb334_B6	0.14324796	0.14324796	0.14324796	0.28372192	0.28372192	0.28372192	0.29387718	0.29387718	0.29387718	0.18401259	0.18401259	0.18401259	0.18270844	0.18270844	0.18270844	0.17453766	0.17453766	0.17453766	0.20694235	0.20694235	0.20694235	0.15840746	0.15840746	0.15840746	0.16157451	0.16157451	0.16157451	0.17757936	0.17757936	0.17757936	0.1864377	0.1864377	0.1864377	0.1617031	0.1617031	0.1617031	0.18090367	0.18090367	0.18090367	0.30917194	0.30917194	0.30917194	0.15524304	0.15524304	0.15524304	0.13781263	0.13781263	0.13781263	0.14453526	0.14453526	0.14453526	0	0	0	0.14090334	0.14090334	0.14090334	0.17883113	0.17883113	0.17883113	0.16216843	0.16216843	0.16216843	0.21155837	0.21155837	0.21155837	0.20765872	0.20765872	0.20765872	0.15664496	0.15664496	0.15664496
sb337_B4	0.21417527	0.21417527	0.21417527	0.28994688	0.28994688	0.28994688	0.29947308	0.29947308	0.29947308	0.19995941	0.19995941	0.19995941	0.20766588	0.20766588	0.20766588	0.17693636	0.17693636	0.17693636	0.20224382	0.20224382	0.20224382	0.21939695	0.21939695	0.21939695	0.13113189	0.13113189	0.13113189	0.16995971	0.16995971	0.16995971	0.17687808	0.17687808	0.17687808	0.13346624	0.13346624	0.13346624	0.20202057	0.20202057	0.20202057	0.31242058	0.31242058	0.31242058	0.21741809	0.21741809	0.21741809	0.061302528	0.061302528	0.061302528	0.061715078	0.061715078	0.061715078	0.14090334	0.14090334	0.14090334	0	0	0	0.16277672	0.16277672	0.16277672	0.14255935	0.14255935	0.14255935	0.20814414	0.20814414	0.20814414	0.20389433	0.20389433	0.20389433	0.14856814	0.14856814	0.14856814
sb337_B5	0.21417527	0.21417527	0.21417527	0.28994688	0.28994688	0.28994688	0.29947308	0.29947308	0.29947308	0.19995941	0.19995941	0.19995941	0.20766588	0.20766588	0.20766588	0.17693636	0.17693636	0.17693636	0.20224382	0.20224382	0.20224382	0.21939695	0.21939695	0.21939695	0.13113189	0.13113189	0.13113189	0.16995971	0.16995971	0.16995971	0.17687808	0.17687808	0.17687808	0.13346624	0.13346624	0.13346624	0.20202057	0.20202057	0.20202057	0.31242058	0.31242058	0.31242058	0.21741809	0.21741809	0.21741809	0.061302528	0.061302528	0.061302528	0.061715078	0.061715078	0.061715078	0.14090334	0.14090334	0.14090334	0	0	0	0.16277672	0.16277672	0.16277672	0.14255935	0.14255935	0.14255935	0.20814414	0.20814414	0.20814414	0.20389433	0.20389433	0.20389433	0.14856814	0.14856814	0.14856814
sb337_B6	0.21417527	0.21417527	0.21417527	0.28994688	0.28994688	0.28994688	0.29947308	0.29947308	0.29947308	0.19995941	0.19995941	0.19995941	0.20766588	0.20766588	0.20766588	0.17693636	0.17693636	0.17693636	0.20224382	0.20224382	0.20224382	0.21939695	0.21939695	0.21939695	0.13113189	0.13113189	0.13113189	0.16995971	0.16995971	0.16995971	0.17687808	0.17687808	0.17687808	0.13346624	0.13346624	0.13346624	0.20202057	0.20202057	0.20202057	0.31242058	0.31242058	0.31242058	0.21741809	0.21741809	0.21741809	0.061302528	0.061302528	0.061302528	0.061715078	0.061715078	0.061715078	0.14090334	0.14090334	0.14090334	0	0	0	0.16277672	0.16277672	0.16277672	0.14255935	0.14255935	0.14255935	0.20814414	0.20814414	0.20814414	0.20389433	0.20389433	0.20389433	0.14856814	0.14856814	0.14856814
sb363_B4	0.2045114	0.2045114	0.2045114	0.2762873	0.2762873	0.2762873	0.28140804	0.28140804	0.28140804	0.20851488	0.20851488	0.20851488	0.2004994	0.2004994	0.2004994	0.18306583	0.18306583	0.18306583	0.19869447	0.19869447	0.19869447	0.21119253	0.21119253	0.21119253	0.14891274	0.14891274	0.14891274	0.17627253	0.17627253	0.17627253	0.18362126	0.18362126	0.18362126	0.14628072	0.14628072	0.14628072	0.20777647	0.20777647	0.20777647	0.29434434	0.29434434	0.29434434	0.21155266	0.21155266	0.21155266	0.15821573	0.15821573	0.15821573	0.16206399	0.16206399	0.16206399	0.17883113	0.17883113	0.17883113	0.16277672	0.16277672	0.16277672	0	0	0	0.11480019	0.11480019	0.11480019	0.19686577	0.19686577	0.19686577	0.1972316	0.1972316	0.1972316	0.17426787	0.17426787	0.17426787
sb363_B5	0.2045114	0.2045114	0.2045114	0.2762873	0.2762873	0.2762873	0.28140804	0.28140804	0.28140804	0.20851488	0.20851488	0.20851488	0.2004994	0.2004994	0.2004994	0.18306583	0.18306583	0.18306583	0.19869447	0.19869447	0.19869447	0.21119253	0.21119253	0.21119253	0.14891274	0.14891274	0.14891274	0.17627253	0.17627253	0.17627253	0.18362126	0.18362126	0.18362126	0.14628072	0.14628072	0.14628072	0.20777647	0.20777647	0.20777647	0.29434434	0.29434434	0.29434434	0.21155266	0.21155266	0.21155266	0.15821573	0.15821573	0.15821573	0.16206399	0.16206399	0.16206399	0.17883113	0.17883113	0.17883113	0.16277672	0.16277672	0.16277672	0	0	0	0.11480019	0.11480019	0.11480019	0.19686577	0.19686577	0.19686577	0.1972316	0.1972316	0.1972316	0.17426787	0.17426787	0.17426787
sb363_B6	0.2045114	0.2045114	0.2045114	0.2762873	0.2762873	0.2762873	0.28140804	0.28140804	0.28140804	0.20851488	0.20851488	0.20851488	0.2004994	0.2004994	0.2004994	0.18306583	0.18306583	0.18306583	0.19869447	0.19869447	0.19869447	0.21119253	0.21119253	0.21119253	0.14891274	0.14891274	0.14891274	0.17627253	0.17627253	0.17627253	0.18362126	0.18362126	0.18362126	0.14628072	0.14628072	0.14628072	0.20777647	0.20777647	0.20777647	0.29434434	0.29434434	0.29434434	0.21155266	0.21155266	0.21155266	0.15821573	0.15821573	0.15821573	0.16206399	0.16206399	0.16206399	0.17883113	0.17883113	0.17883113	0.16277672	0.16277672	0.16277672	0	0	0	0.11480019	0.11480019	0.11480019	0.19686577	0.19686577	0.19686577	0.1972316	0.1972316	0.1972316	0.17426787	0.17426787	0.17426787
sb366_B4	0.17610638	0.17610638	0.17610638	0.27742502	0.27742502	0.27742502	0.2866654	0.2866654	0.2866654	0.19544777	0.19544777	0.19544777	0.1825813	0.1825813	0.1825813	0.16612728	0.16612728	0.16612728	0.17594685	0.17594685	0.17594685	0.18501943	0.18501943	0.18501943	0.14352636	0.14352636	0.14352636	0.16617796	0.16617796	0.16617796	0.17433877	0.17433877	0.17433877	0.14179942	0.14179942	0.14179942	0.18914247	0.18914247	0.18914247	0.30617672	0.30617672	0.30617672	0.1834513	0.1834513	0.1834513	0.13566694	0.13566694	0.13566694	0.14214791	0.14214791	0.14214791	0.16216843	0.16216843	0.16216843	0.14255935	0.14255935	0.14255935	0.11480019	0.11480019	0.11480019	0	0	0	0.18529136	0.18529136	0.18529136	0.17994994	0.17994994	0.17994994	0.13882746	0.13882746	0.13882746
sb366_B5	0.17610638	0.17610638	0.17610638	0.27742502	0.27742502	0.27742502	0.2866654	0.2866654	0.2866654	0.19544777	0.19544777	0.19544777	0.1825813	0.1825813	0.1825813	0.16612728	0.16612728	0.16612728	0.17594685	0.17594685	0.17594685	0.18501943	0.18501943	0.18501943	0.14352636	0.14352636	0.14352636	0.16617796	0.16617796	0.16617796	0.17433877	0.17433877	0.17433877	0.14179942	0.14179942	0.14179942	0.18914247	0.18914247	0.18914247	0.30617672	0.30617672	0.30617672	0.1834513	0.1834513	0.1834513	0.13566694	0.13566694	0.13566694	0.14214791	0.14214791	0.14214791	0.16216843	0.16216843	0.16216843	0.14255935	0.14255935	0.14255935	0.11480019	0.11480019	0.11480019	0	0	0	0.18529136	0.18529136	0.18529136	0.17994994	0.17994994	0.17994994	0.13882746	0.13882746	0.13882746
sb366_B6	0.17610638	0.17610638	0.17610638	0.27742502	0.27742502	0.27742502	0.2866654	0.2866654	0.2866654	0.19544777	0.19544777	0.19544777	0.1825813	0.1825813	0.1825813	0.16612728	0.16612728	0.16612728	0.17594685	0.17594685	0.17594685	0.18501943	0.18501943	0.18501943	0.14352636	0.14352636	0.14352636	0.16617796	0.16617796	0.16617796	0.17433877	0.17433877	0.17433877	0.14179942	0.14179942	0.14179942	0.18914247	0.18914247	0.18914247	0.30617672	0.30617672	0.30617672	0.1834513	0.1834513	0.1834513	0.13566694	0.13566694	0.13566694	0.14214791	0.14214791	0.14214791	0.16216843	0.16216843	0.16216843	0.14255935	0.14255935	0.14255935	0.11480019	0.11480019	0.11480019	0	0	0	0.18529136	0.18529136	0.18529136	0.17994994	0.17994994	0.17994994	0.13882746	0.13882746	0.13882746
sb374_B4	0.22314325	0.22314325	0.22314325	0.266618	0.266618	0.266618	0.2716924	0.2716924	0.2716924	0.22329108	0.22329108	0.22329108	0.21709508	0.21709508	0.21709508	0.20194328	0.20194328	0.20194328	0.07465693	0.07465693	0.07465693	0.2227809	0.2227809	0.2227809	0.19676873	0.19676873	0.19676873	0.20096824	0.20096824	0.20096824	0.19854525	0.19854525	0.19854525	0.1991509	0.1991509	0.1991509	0.21570517	0.21570517	0.21570517	0.29243976	0.29243976	0.29243976	0.2259686	0.2259686	0.2259686	0.20279807	0.20279807	0.20279807	0.20731284	0.20731284	0.20731284	0.21155837	0.21155837	0.21155837	0.20814414	0.20814414	0.20814414	0.19686577	0.19686577	0.19686577	0.18529136	0.18529136	0.18529136	0	0	0	0.0781279	0.0781279	0.0781279	0.19985671	0.19985671	0.19985671
sb374_B5	0.22314325	0.22314325	0.22314325	0.266618	0.266618	0.266618	0.2716924	0.2716924	0.2716924	0.22329108	0.22329108	0.22329108	0.21709508	0.21709508	0.21709508	0.20194328	0.20194328	0.20194328	0.07465693	0.07465693	0.07465693	0.2227809	0.2227809	0.2227809	0.19676873	0.19676873	0.19676873	0.20096824	0.20096824	0.20096824	0.19854525	0.19854525	0.19854525	0.1991509	0.1991509	0.1991509	0.21570517	0.21570517	0.21570517	0.29243976	0.29243976	0.29243976	0.2259686	0.2259686	0.2259686	0.20279807	0.20279807	0.20279807	0.20731284	0.20731284	0.20731284	0.21155837	0.21155837	0.21155837	0.20814414	0.20814414	0.20814414	0.19686577	0.19686577	0.19686577	0.18529136	0.18529136	0.18529136	0	0	0	0.0781279	0.0781279	0.0781279	0.19985671	0.19985671	0.19985671
sb374_B6	0.22314325	0.22314325	0.22314325	0.266618	0.266618	0.266618	0.2716924	0.2716924	0.2716924	0.22329108	0.22329108	0.22329108	0.21709508	0.21709508	0.21709508	0.20194328	0.20194328	0.20194328	0.07465693	0.07465693	0.07465693	0.2227809	0.2227809	0.2227809	0.19676873	0.19676873	0.19676873	0.20096824	0.20096824	0.20096824	0.19854525	0.19854525	0.19854525	0.1991509	0.1991509	0.1991509	0.21570517	0.21570517	0.21570517	0.29243976	0.29243976	0.29243976	0.2259686	0.2259686	0.2259686	0.20279807	0.20279807	0.20279807	0.20731284	0.20731284	0.20731284	0.21155837	0.21155837	0.21155837	0.20814414	0.20814414	0.20814414	0.19686577	0.19686577	0.19686577	0.18529136	0.18529136	0.18529136	0	0	0	0.0781279	0.0781279	0.0781279	0.19985671	0.19985671	0.19985671
sb375_B4	0.21299928	0.21299928	0.21299928	0.2540979	0.2540979	0.2540979	0.26335433	0.26335433	0.26335433	0.20985618	0.20985618	0.20985618	0.20428543	0.20428543	0.20428543	0.1951451	0.1951451	0.1951451	0.07448131	0.07448131	0.07448131	0.21639986	0.21639986	0.21639986	0.19854467	0.19854467	0.19854467	0.19673224	0.19673224	0.19673224	0.20008643	0.20008643	0.20008643	0.19805618	0.19805618	0.19805618	0.20530143	0.20530143	0.20530143	0.2888362	0.2888362	0.2888362	0.2165164	0.2165164	0.2165164	0.20259072	0.20259072	0.20259072	0.20824821	0.20824821	0.20824821	0.20765872	0.20765872	0.20765872	0.20389433	0.20389433	0.20389433	0.1972316	0.1972316	0.1972316	0.17994994	0.17994994	0.17994994	0.0781279	0.0781279	0.0781279	0	0	0	0.19861667	0.19861667	0.19861667
sb375_B5	0.21299928	0.21299928	0.21299928	0.2540979	0.2540979	0.2540979	0.26335433	0.26335433	0.26335433	0.20985618	0.20985618	0.20985618	0.20428543	0.20428543	0.20428543	0.1951451	0.1951451	0.1951451	0.07448131	0.07448131	0.07448131	0.21639986	0.21639986	0.21639986	0.19854467	0.19854467	0.19854467	0.19673224	0.19673224	0.19673224	0.20008643	0.20008643	0.20008643	0.19805618	0.19805618	0.19805618	0.20530143	0.20530143	0.20530143	0.2888362	0.2888362	0.2888362	0.2165164	0.2165164	0.2165164	0.20259072	0.20259072	0.20259072	0.20824821	0.20824821	0.20824821	0.20765872	0.20765872	0.20765872	0.20389433	0.20389433	0.20389433	0.1972316	0.1972316	0.1972316	0.17994994	0.17994994	0.17994994	0.0781279	0.0781279	0.0781279	0	0	0	0.19861667	0.19861667	0.19861667
sb375_B6	0.21299928	0.21299928	0.21299928	0.2540979	0.2540979	0.2540979	0.26335433	0.26335433	0.26335433	0.20985618	0.20985618	0.20985618	0.20428543	0.20428543	0.20428543	0.1951451	0.1951451	0.1951451	0.07448131	0.07448131	0.07448131	0.21639986	0.21639986	0.21639986	0.19854467	0.19854467	0.19854467	0.19673224	0.19673224	0.19673224	0.20008643	0.20008643	0.20008643	0.19805618	0.19805618	0.19805618	0.20530143	0.20530143	0.20530143	0.2888362	0.2888362	0.2888362	0.2165164	0.2165164	0.2165164	0.20259072	0.20259072	0.20259072	0.20824821	0.20824821	0.20824821	0.20765872	0.20765872	0.20765872	0.20389433	0.20389433	0.20389433	0.1972316	0.1972316	0.1972316	0.17994994	0.17994994	0.17994994	0.0781279	0.0781279	0.0781279	0	0	0	0.19861667	0.19861667	0.19861667
sb399_B4	0.18764743	0.18764743	0.18764743	0.28328398	0.28328398	0.28328398	0.29000312	0.29000312	0.29000312	0.190751	0.190751	0.190751	0.20179528	0.20179528	0.20179528	0.15723573	0.15723573	0.15723573	0.20248313	0.20248313	0.20248313	0.1905558	0.1905558	0.1905558	0.13857664	0.13857664	0.13857664	0.16312172	0.16312172	0.16312172	0.16921854	0.16921854	0.16921854	0.13503058	0.13503058	0.13503058	0.19277164	0.19277164	0.19277164	0.30986938	0.30986938	0.30986938	0.19181123	0.19181123	0.19181123	0.1379886	0.1379886	0.1379886	0.13674797	0.13674797	0.13674797	0.15664496	0.15664496	0.15664496	0.14856814	0.14856814	0.14856814	0.17426787	0.17426787	0.17426787	0.13882746	0.13882746	0.13882746	0.19985671	0.19985671	0.19985671	0.19861667	0.19861667	0.19861667	0	0	0
sb399_B5	0.18764743	0.18764743	0.18764743	0.28328398	0.28328398	0.28328398	0.29000312	0.29000312	0.29000312	0.190751	0.190751	0.190751	0.20179528	0.20179528	0.20179528	0.15723573	0.15723573	0.15723573	0.20248313	0.20248313	0.20248313	0.1905558	0.1905558	0.1905558	0.13857664	0.13857664	0.13857664	0.16312172	0.16312172	0.16312172	0.16921854	0.16921854	0.16921854	0.13503058	0.13503058	0.13503058	0.19277164	0.19277164	0.19277164	0.30986938	0.30986938	0.30986938	0.19181123	0.19181123	0.19181123	0.1379886	0.1379886	0.1379886	0.13674797	0.13674797	0.13674797	0.15664496	0.15664496	0.15664496	0.14856814	0.14856814	0.14856814	0.17426787	0.17426787	0.17426787	0.13882746	0.13882746	0.13882746	0.19985671	0.19985671	0.19985671	0.19861667	0.19861667	0.19861667	0	0	0
sb399_B6	0.18764743	0.18764743	0.18764743	0.28328398	0.28328398	0.28328398	0.29000312	0.29000312	0.29000312	0.190751	0.190751	0.190751	0.20179528	0.20179528	0.20179528	0.15723573	0.15723573	0.15723573	0.20248313	0.20248313	0.20248313	0.1905558	0.1905558	0.1905558	0.13857664	0.13857664	0.13857664	0.16312172	0.16312172	0.16312172	0.16921854	0.16921854	0.16921854	0.13503058	0.13503058	0.13503058	0.19277164	0.19277164	0.19277164	0.30986938	0.30986938	0.30986938	0.19181123	0.19181123	0.19181123	0.1379886	0.1379886	0.1379886	0.13674797	0.13674797	0.13674797	0.15664496	0.15664496	0.15664496	0.14856814	0.14856814	0.14856814	0.17426787	0.17426787	0.17426787	0.13882746	0.13882746	0.13882746	0.19985671	0.19985671	0.19985671	0.19861667	0.19861667	0.19861667	0	0	0
